Date,Conso_J1,Conso_J7,Conso_moy_3j,Conso_moy_7j,Temperature,Mois_sin,Mois_cos,Jour_semaine_sin,Jour_semaine_cos,Est_weekend,Est_ferie,Tempo,Consommation
2013-06-16,41594.77,38998.67,45661.99,45552.16,17.75,0.00,-1.00,-0.78,0.62,1,0,-1,38624.69
2013-06-17,38624.69,46708.35,42498.90,45498.74,21.51,0.00,-1.00,0.00,1.00,0,0,-1,47099.81
2013-06-18,47099.81,47969.04,42439.76,45554.66,22.06,0.00,-1.00,0.78,0.62,0,0,-1,48724.58
2013-06-19,48724.58,48203.12,44816.36,45662.60,21.42,0.00,-1.00,0.97,-0.22,0,0,-1,48751.92
2013-06-20,48751.92,48113.94,48192.10,45740.99,18.82,0.00,-1.00,0.43,-0.90,0,0,-1,48394.25
2013-06-21,48394.25,47277.25,48623.58,45781.04,16.91,0.00,-1.00,-0.43,-0.90,0,0,-1,47349.85
2013-06-22,47349.85,41594.77,48165.34,45791.41,16.67,0.00,-1.00,-0.97,-0.22,1,0,-1,41646.12
2013-06-23,41646.12,38624.69,45796.74,45798.75,16.12,0.00,-1.00,-0.78,0.62,1,0,-1,38965.77
2013-06-24,38965.77,47099.81,42653.92,45847.47,14.76,0.00,-1.00,0.00,1.00,0,0,-1,46631.88
2013-06-25,46631.88,48724.58,42414.59,45780.62,14.70,0.00,-1.00,0.78,0.62,0,0,-1,47903.12
2013-06-26,47903.12,48751.92,44500.26,45663.27,15.47,0.00,-1.00,0.97,-0.22,0,0,-1,47914.83
2013-06-27,47914.83,48394.25,47483.28,45543.69,15.82,0.00,-1.00,0.43,-0.90,0,0,-1,48094.44
2013-06-28,48094.44,47349.85,47970.80,45500.86,15.42,0.00,-1.00,-0.43,-0.90,0,0,-1,47628.88
2013-06-29,47628.88,41646.12,47879.38,45540.72,16.87,0.00,-1.00,-0.97,-0.22,1,0,-1,42117.27
2013-06-30,42117.27,38965.77,45946.86,45608.03,17.73,0.00,-1.00,-0.78,0.62,1,0,-1,38850.75
2013-07-01,38850.75,46631.88,42865.63,45591.60,18.24,-0.50,-0.87,0.00,1.00,0,0,-1,46567.88
2013-07-02,46567.88,47903.12,42511.97,45582.45,19.16,-0.50,-0.87,0.78,0.62,0,0,-1,48151.96
2013-07-03,48151.96,47914.83,44523.53,45618.00,17.84,-0.50,-0.87,0.97,-0.22,0,0,-1,48452.58
2013-07-04,48452.58,48094.44,47724.14,45694.82,18.20,-0.50,-0.87,0.43,-0.90,0,0,-1,48381.79
2013-07-05,48381.79,47628.88,48328.78,45735.87,19.84,-0.50,-0.87,-0.43,-0.90,0,0,-1,47904.38
2013-07-06,47904.38,42117.27,48246.25,45775.23,21.57,-0.50,-0.87,-0.97,-0.22,1,0,-1,42389.94
2013-07-07,42389.94,38850.75,46225.37,45814.18,23.26,-0.50,-0.87,-0.78,0.62,1,0,-1,39277.58
2013-07-08,39277.58,46567.88,43190.63,45875.16,23.21,-0.50,-0.87,0.00,1.00,0,0,-1,47722.83
2013-07-09,47722.83,48151.96,43130.12,46040.15,23.46,-0.50,-0.87,0.78,0.62,0,0,-1,49459.25
2013-07-10,49459.25,48452.58,45486.56,46226.91,22.50,-0.50,-0.87,0.97,-0.22,0,0,-1,49654.65
2013-07-11,49654.65,48381.79,48945.58,46398.63,19.46,-0.50,-0.87,0.43,-0.90,0,0,-1,49136.65
2013-07-12,49136.65,47904.38,49416.85,46506.47,19.83,-0.50,-0.87,-0.43,-0.90,0,0,-1,48477.02
2013-07-13,48477.02,42389.94,49089.44,46588.27,20.17,-0.50,-0.87,-0.97,-0.22,1,0,-1,42764.94
2013-07-14,42764.94,39277.58,46792.87,46641.85,21.88,-0.50,-0.87,-0.78,0.62,1,1,-1,39322.73
2013-07-15,39322.73,47722.83,43521.56,46648.29,23.06,-0.50,-0.87,0.00,1.00,0,0,-1,47660.33
2013-07-16,47660.33,49459.25,43249.33,46639.37,23.64,-0.50,-0.87,0.78,0.62,0,0,-1,49314.54
2013-07-17,49314.54,49654.65,45432.53,46618.69,23.92,-0.50,-0.87,0.97,-0.22,0,0,-1,49389.81
2013-07-18,49389.81,49136.65,48788.23,46580.86,23.87,-0.50,-0.87,0.43,-0.90,0,0,-1,49336.54
2013-07-19,49336.54,48477.02,49346.97,46609.42,24.17,-0.50,-0.87,-0.43,-0.90,0,0,-1,48716.17
2013-07-20,48716.17,42764.94,49147.51,46643.58,24.45,-0.50,-0.87,-0.97,-0.22,1,0,-1,43193.98
2013-07-21,43193.98,39322.73,47082.23,46704.87,25.71,-0.50,-0.87,-0.78,0.62,1,0,-1,40211.23
2013-07-22,40211.23,47660.33,44040.46,46831.80,26.47,-0.50,-0.87,0.00,1.00,0,0,-1,48625.17
2013-07-23,48625.17,49314.54,44010.12,46969.63,25.32,-0.50,-0.87,0.78,0.62,0,0,-1,49770.19
2013-07-24,49770.19,49389.81,46202.19,47034.73,23.50,-0.50,-0.87,0.97,-0.22,0,0,-1,49417.58
2013-07-25,49417.58,49336.54,49270.98,47038.69,24.68,-0.50,-0.87,0.43,-0.90,0,0,-1,49870.29
2013-07-26,49870.29,48716.17,49686.02,47114.94,24.65,-0.50,-0.87,-0.43,-0.90,0,0,-1,48820.29
2013-07-27,48820.29,43193.98,49369.39,47129.82,24.83,-0.50,-0.87,-0.97,-0.22,1,0,-1,42609.35
2013-07-28,42609.35,40211.23,47099.98,47046.30,21.99,-0.50,-0.87,-0.78,0.62,1,0,-1,38789.60
2013-07-29,38789.60,48625.17,43406.42,46843.21,20.73,-0.50,-0.87,0.00,1.00,0,0,-1,44466.12
2013-07-30,44466.12,49770.19,41955.03,46249.06,20.65,-0.50,-0.87,0.78,0.62,0,0,-1,45628.00
2013-07-31,45628.00,49417.58,42961.24,45657.32,22.81,-0.50,-0.87,0.97,-0.22,0,0,-1,46242.44
2013-08-01,46242.44,49870.29,45445.52,45203.73,25.66,-0.87,-0.50,0.43,-0.90,0,0,-1,46955.92
2013-08-02,46955.92,48820.29,46275.45,44787.39,25.94,-0.87,-0.50,-0.43,-0.90,0,0,-1,46162.46
2013-08-03,46162.46,42609.35,46453.60,44407.70,22.53,-0.87,-0.50,-0.97,-0.22,1,0,-1,40548.38
2013-08-04,40548.38,38789.60,44555.58,44113.27,22.50,-0.87,-0.50,-0.78,0.62,1,0,-1,37850.25
2013-08-05,37850.25,44466.12,41520.36,43979.08,23.87,-0.87,-0.50,0.00,1.00,0,0,-1,43390.71
2013-08-06,43390.71,45628.00,40596.44,43825.45,21.76,-0.87,-0.50,0.78,0.62,0,0,-1,43696.48
2013-08-07,43696.48,46242.44,41645.81,43549.52,19.53,-0.87,-0.50,0.97,-0.22,0,0,-1,42707.48
2013-08-08,42707.48,46955.92,43264.89,43044.52,19.08,-0.87,-0.50,0.43,-0.90,0,0,-1,42019.54
2013-08-09,42019.54,46162.46,42807.83,42339.33,19.69,-0.87,-0.50,-0.43,-0.90,0,0,-1,41728.46
2013-08-10,41728.46,40548.38,42151.83,41705.90,18.84,-0.87,-0.50,-0.97,-0.22,1,0,-1,38203.00
2013-08-11,38203.00,37850.25,40650.33,41370.85,19.22,-0.87,-0.50,-0.78,0.62,1,0,-1,35974.85
2013-08-12,35974.85,43390.71,38635.44,41102.93,20.01,-0.87,-0.50,0.00,1.00,0,0,-1,41102.60
2013-08-13,41102.60,43696.48,38426.82,40776.06,18.63,-0.87,-0.50,0.78,0.62,0,0,-1,41839.71
2013-08-14,41839.71,42707.48,39639.06,40510.81,18.52,-0.87,-0.50,0.97,-0.22,0,0,-1,41823.77
2013-08-15,41823.77,42019.54,41588.69,40384.56,20.87,-0.87,-0.50,0.43,-0.90,0,1,-1,38050.81
2013-08-16,38050.81,41728.46,40571.43,39817.60,21.69,-0.87,-0.50,-0.43,-0.90,0,0,-1,40929.58
2013-08-17,40929.58,38203.00,40268.06,39703.48,21.76,-0.87,-0.50,-0.97,-0.22,1,0,-1,39100.67
2013-08-18,39100.67,35974.85,39360.35,39831.71,21.66,-0.87,-0.50,-0.78,0.62,1,0,-1,37087.27
2013-08-19,37087.27,41102.60,39039.17,39990.63,19.75,-0.87,-0.50,0.00,1.00,0,0,-1,42535.77
2013-08-20,42535.77,41839.71,39574.57,40195.37,19.04,-0.87,-0.50,0.78,0.62,0,0,-1,43438.02
2013-08-21,43438.02,41823.77,41020.35,40423.70,20.34,-0.87,-0.50,0.97,-0.22,0,0,-1,43828.08
2013-08-22,43828.08,38050.81,43267.29,40710.03,21.57,-0.87,-0.50,0.43,-0.90,0,0,-1,44349.27
2013-08-23,44349.27,40929.58,43871.79,41609.81,22.51,-0.87,-0.50,-0.43,-0.90,0,0,-1,44594.60
2013-08-24,44594.60,39100.67,44257.32,42133.38,20.43,-0.87,-0.50,-0.97,-0.22,1,0,-1,40307.08
2013-08-25,40307.08,37087.27,43083.65,42305.73,16.71,-0.87,-0.50,-0.78,0.62,1,0,-1,37385.54
2013-08-26,37385.54,42535.77,40762.41,42348.34,17.70,-0.87,-0.50,0.00,1.00,0,0,-1,44228.92
2013-08-27,44228.92,43438.02,40640.51,42590.22,18.55,-0.87,-0.50,0.78,0.62,0,0,-1,46379.25
2013-08-28,46379.25,43828.08,42664.57,43010.39,18.59,-0.87,-0.50,0.97,-0.22,0,0,-1,46651.21
2013-08-29,46651.21,44349.27,45753.12,43413.70,18.65,-0.87,-0.50,0.43,-0.90,0,0,-1,47035.48
2013-08-30,47035.48,44594.60,46688.65,43797.44,18.63,-0.87,-0.50,-0.43,-0.90,0,0,-1,46702.54
2013-08-31,46702.54,40307.08,46796.41,44098.57,19.22,-0.87,-0.50,-0.97,-0.22,1,0,-1,41314.23
2013-09-01,41314.23,37385.54,45017.42,44242.45,17.77,-1.00,-0.00,-0.78,0.62,1,0,-1,38289.90
2013-09-02,38289.90,44228.92,42102.22,44371.65,17.68,-1.00,-0.00,0.00,1.00,0,0,-1,45940.33
2013-09-03,45940.33,46379.25,41848.15,44616.13,19.42,-1.00,-0.00,0.78,0.62,0,0,-1,48034.58
2013-09-04,48034.58,46651.21,44088.27,44852.61,22.23,-1.00,-0.00,0.97,-0.22,0,0,-1,48810.94
2013-09-05,48810.94,47035.48,47595.28,45161.14,23.72,-1.00,-0.00,0.43,-0.90,0,0,-1,48955.85
2013-09-06,48955.85,46702.54,48600.46,45435.48,20.60,-1.00,-0.00,-0.43,-0.90,0,0,-1,47899.04
2013-09-07,47899.04,41314.23,48555.28,45606.41,18.34,-1.00,-0.00,-0.97,-0.22,1,0,-1,41596.35
2013-09-08,41596.35,38289.90,46150.42,45646.71,17.34,-1.00,-0.00,-0.78,0.62,1,0,-1,38593.58
2013-09-09,38593.58,45940.33,42696.33,45690.10,15.63,-1.00,-0.00,0.00,1.00,0,0,-1,46216.52
2013-09-10,46216.52,48034.58,42135.49,45729.55,15.75,-1.00,-0.00,0.78,0.62,0,0,-1,47273.12
2013-09-11,47273.12,48810.94,44027.74,45620.77,14.85,-1.00,-0.00,0.97,-0.22,0,0,-1,48348.48
2013-09-12,48348.48,48955.85,47279.37,45554.71,15.07,-1.00,-0.00,0.43,-0.90,0,0,-1,48894.71
2013-09-13,48894.71,47899.04,48172.10,45545.97,16.18,-1.00,-0.00,-0.43,-0.90,0,0,-1,48332.52
2013-09-14,48332.52,41596.35,48525.24,45607.90,16.29,-1.00,-0.00,-0.97,-0.22,1,0,-1,42634.69
2013-09-15,42634.69,38593.58,46620.64,45756.23,15.27,-1.00,-0.00,-0.78,0.62,1,0,-1,39740.75
2013-09-16,39740.75,46216.52,43569.32,45920.11,14.37,-1.00,-0.00,0.00,1.00,0,0,-1,47612.48
2013-09-17,47612.48,47273.12,43329.31,46119.54,13.42,-1.00,-0.00,0.78,0.62,0,0,-1,50007.52
2013-09-18,50007.52,48348.48,45786.92,46510.16,16.00,-1.00,-0.00,0.97,-0.22,0,0,-1,49845.35
2013-09-19,49845.35,48894.71,49155.12,46724.00,14.84,-1.00,-0.00,0.43,-0.90,0,0,-1,49664.60
2013-09-20,49664.60,48332.52,49839.16,46833.99,16.22,-1.00,-0.00,-0.43,-0.90,0,0,-1,48405.38
2013-09-21,48405.38,42634.69,49305.11,46844.40,15.27,-1.00,-0.00,-0.97,-0.22,1,0,-1,42483.73
2013-09-22,42483.73,39740.75,46851.24,46822.83,17.87,-1.00,-0.00,-0.78,0.62,1,0,-1,39486.94
2013-09-23,39486.94,47612.48,43458.68,46786.57,17.95,-1.00,-0.00,0.00,1.00,0,0,-1,46963.73
2013-09-24,46963.73,50007.52,42978.13,46693.89,17.27,-1.00,-0.00,0.78,0.62,0,0,-1,48344.31
2013-09-25,48344.31,49845.35,44931.66,46456.29,18.28,-1.00,-0.00,0.97,-0.22,0,0,-1,48592.88
2013-09-26,48592.88,49664.60,47966.97,46277.37,18.77,-1.00,-0.00,0.43,-0.90,0,0,-1,48652.56
2013-09-27,48652.56,48405.38,48529.92,46132.79,18.37,-1.00,-0.00,-0.43,-0.90,0,0,-1,47976.60
2013-09-28,47976.60,42483.73,48407.35,46071.54,18.91,-1.00,-0.00,-0.97,-0.22,1,0,-1,42235.48
2013-09-29,42235.48,39486.94,46288.22,46036.07,17.57,-1.00,-0.00,-0.78,0.62,1,0,-1,39477.54
2013-09-30,39477.54,46963.73,43229.87,46034.73,16.87,-1.00,-0.00,0.00,1.00,0,0,-1,47045.33
2013-10-01,47045.33,48344.31,42919.45,46046.39,17.28,-0.87,0.50,0.78,0.62,0,0,-1,48776.17
2013-10-02,48776.17,48592.88,45099.68,46108.08,18.07,-0.87,0.50,0.97,-0.22,0,0,-1,49069.23
2013-10-03,49069.23,48652.56,48296.91,46176.13,19.40,-0.87,0.50,0.43,-0.90,0,0,-1,49230.38
2013-10-04,49230.38,47976.60,49025.26,46258.68,19.11,-0.87,0.50,-0.43,-0.90,0,0,-1,48478.62
2013-10-05,48478.62,42235.48,48926.08,46330.39,16.62,-0.87,0.50,-0.97,-0.22,1,0,-1,42541.15
2013-10-06,42541.15,39477.54,46750.05,46374.06,15.22,-0.87,0.50,-0.78,0.62,1,0,-1,39889.71
2013-10-07,39889.71,47045.33,43636.49,46432.94,14.97,-0.87,0.50,0.00,1.00,0,0,-1,47596.92
2013-10-08,47596.92,48776.17,43342.59,46511.74,15.05,-0.87,0.50,0.78,0.62,0,0,-1,49278.73
2013-10-09,49278.73,49069.23,45588.45,46583.53,15.31,-0.87,0.50,0.97,-0.22,0,0,-1,49731.75
2013-10-10,49731.75,49230.38,48869.13,46678.18,11.40,-0.87,0.50,0.43,-0.90,0,0,-1,51578.56
2013-10-11,51578.56,48478.62,50196.35,47013.63,9.52,-0.87,0.50,-0.43,-0.90,0,0,-1,53192.31
2013-10-12,53192.31,42541.15,51500.87,47687.02,9.37,-0.87,0.50,-0.97,-0.22,1,0,-1,49127.71
2013-10-13,49127.71,39889.71,51299.53,48627.96,10.64,-0.87,0.50,-0.78,0.62,1,0,-1,47048.38
2013-10-14,47048.38,47596.92,49789.47,49650.62,12.81,-0.87,0.50,0.00,1.00,0,0,-1,53765.85
2013-10-15,53765.85,49278.73,49980.65,50531.90,13.10,-0.87,0.50,0.78,0.62,0,0,-1,54603.75
2013-10-16,54603.75,49731.75,51805.99,51292.62,12.28,-0.87,0.50,0.97,-0.22,0,0,-1,54723.02
2013-10-17,54723.02,51578.56,54364.21,52005.65,14.02,-0.87,0.50,0.43,-0.90,0,0,-1,53200.23
2013-10-18,53200.23,53192.31,54175.67,52237.32,12.71,-0.87,0.50,-0.43,-0.90,0,0,-1,52443.81
2013-10-19,52443.81,49127.71,53455.69,52130.39,15.41,-0.87,0.50,-0.97,-0.22,1,0,-1,46162.33
2013-10-20,46162.33,47048.38,50602.12,51706.77,16.07,-0.87,0.50,-0.78,0.62,1,0,-1,42450.15
2013-10-21,42450.15,53765.85,47018.76,51049.88,16.68,-0.87,0.50,0.00,1.00,0,0,-1,49596.38
2013-10-22,49596.38,54603.75,46069.62,50454.24,18.28,-0.87,0.50,0.78,0.62,0,0,-1,50564.67
2013-10-23,50564.67,54723.02,47537.06,49877.23,17.09,-0.87,0.50,0.97,-0.22,0,0,-1,50384.27
2013-10-24,50384.27,53200.23,50181.77,49257.40,15.02,-0.87,0.50,0.43,-0.90,0,0,-1,50856.69
2013-10-25,50856.69,52443.81,50601.87,48922.61,17.31,-0.87,0.50,-0.43,-0.90,0,0,-1,50222.83
2013-10-26,50222.83,46162.33,50487.93,48605.33,17.55,-0.87,0.50,-0.97,-0.22,1,0,-1,43967.27
2013-10-27,43967.27,42450.15,48348.93,48291.75,16.26,-0.87,0.50,-0.78,0.62,1,0,-1,41861.02
2013-10-28,41861.02,49596.38,45350.37,48207.59,15.90,-0.87,0.50,0.00,1.00,0,0,-1,49720.79
2013-10-29,49720.79,50564.67,45183.03,48225.36,11.82,-0.87,0.50,0.78,0.62,0,0,-1,52947.48
2013-10-30,52947.48,50384.27,48176.43,48565.76,10.00,-0.87,0.50,0.97,-0.22,0,0,-1,55122.75
2013-10-31,55122.75,50856.69,52597.01,49242.69,9.77,-0.87,0.50,0.43,-0.90,0,0,-1,56169.17
2013-11-01,56169.17,50222.83,54746.47,50001.62,10.99,-0.50,0.87,-0.43,-0.90,0,1,-1,49879.00
2013-11-02,49879.00,43967.27,53723.64,49952.50,14.44,-0.50,0.87,-0.97,-0.22,1,0,-1,47760.42
2013-11-03,47760.42,41861.02,51269.53,50494.38,11.42,-0.50,0.87,-0.78,0.62,1,0,-1,47061.23
2013-11-04,47061.23,49720.79,48233.55,51237.26,11.17,-0.50,0.87,0.00,1.00,0,0,-1,56747.62
2013-11-05,56747.62,52947.48,50523.09,52241.10,9.17,-0.50,0.87,0.78,0.62,0,0,-1,60363.88
2013-11-06,60363.88,55122.75,54724.24,53300.58,13.66,-0.50,0.87,0.97,-0.22,0,0,-1,57441.06
2013-11-07,57441.06,56169.17,58184.19,53631.77,15.13,-0.50,0.87,0.43,-0.90,0,0,-1,55651.65
2013-11-08,55651.65,49879.00,57818.86,53557.84,11.96,-0.50,0.87,-0.43,-0.90,0,0,-1,55847.54
2013-11-09,55847.54,47760.42,56313.42,54410.49,9.52,-0.50,0.87,-0.97,-0.22,1,0,-1,52259.44
2013-11-10,52259.44,47061.23,54586.21,55053.20,9.21,-0.50,0.87,-0.78,0.62,1,0,-1,50056.35
2013-11-11,50056.35,56747.62,52721.11,55481.08,6.55,-0.50,0.87,0.00,1.00,0,1,-1,53761.46
2013-11-12,53761.46,60363.88,52025.75,55054.48,9.04,-0.50,0.87,0.78,0.62,0,0,-1,61277.65
2013-11-13,61277.65,57441.06,55031.82,55185.02,8.55,-0.50,0.87,0.97,-0.22,0,0,-1,62182.60
2013-11-14,62182.60,55651.65,59073.90,55862.38,6.61,-0.50,0.87,0.43,-0.90,0,0,-1,64966.73
2013-11-15,64966.73,55847.54,62808.99,57193.11,6.87,-0.50,0.87,-0.43,-0.90,0,0,-1,66273.46
2013-11-16,66273.46,52259.44,64474.26,58682.53,5.18,-0.50,0.87,-0.97,-0.22,1,0,-1,61449.27
2013-11-17,61449.27,50056.35,64229.82,59995.36,5.67,-0.50,0.87,-0.78,0.62,1,0,-1,58522.33
2013-11-18,58522.33,53761.46,62081.69,61204.79,6.34,-0.50,0.87,0.00,1.00,0,0,-1,66746.02
2013-11-19,66746.02,61277.65,62239.21,63059.72,5.89,-0.50,0.87,0.78,0.62,0,0,-1,68693.77
2013-11-20,68693.77,62182.60,64654.04,64119.17,3.59,-0.50,0.87,0.97,-0.22,0,0,-1,72515.92
2013-11-21,72515.92,64966.73,69318.57,65595.36,3.79,-0.50,0.87,0.43,-0.90,0,0,-1,72595.56
2013-11-22,72595.56,66273.46,71268.42,66685.19,3.57,-0.50,0.87,-0.43,-0.90,0,0,-1,74093.06
2013-11-23,74093.06,61449.27,73068.18,67802.28,4.92,-0.50,0.87,-0.97,-0.22,1,0,-1,67255.65
2013-11-24,67255.65,58522.33,71314.76,68631.76,6.13,-0.50,0.87,-0.78,0.62,1,0,-1,62734.67
2013-11-25,62734.67,66746.02,68027.79,69233.52,5.30,-0.50,0.87,0.00,1.00,0,0,-1,69716.98
2013-11-26,69716.98,68693.77,66569.10,69657.94,4.65,-0.50,0.87,0.78,0.62,0,0,-1,71832.12
2013-11-27,71832.12,72515.92,68094.59,70106.28,3.85,-0.50,0.87,0.97,-0.22,0,0,-1,73238.35
2013-11-28,73238.35,72595.56,71595.82,70209.49,2.68,-0.50,0.87,0.43,-0.90,0,0,-1,76340.19
2013-11-29,76340.19,74093.06,73803.56,70744.43,5.67,-0.50,0.87,-0.43,-0.90,0,0,-1,73867.15
2013-11-30,73867.15,67255.65,74481.90,70712.16,5.89,-0.50,0.87,-0.97,-0.22,1,0,-1,66114.62
2013-12-01,66114.62,62734.67,72107.32,70549.15,4.84,-0.00,1.00,-0.78,0.62,1,0,-1,63688.10
2013-12-02,63688.10,69716.98,67889.96,70685.36,5.22,-0.00,1.00,0.00,1.00,0,0,-1,71670.00
2013-12-03,71670.00,71832.12,67157.58,70964.36,2.10,-0.00,1.00,0.78,0.62,0,0,-1,74347.96
2013-12-04,74347.96,73238.35,69902.02,71323.77,4.12,-0.00,1.00,0.97,-0.22,0,0,-1,75588.40
2013-12-05,75588.40,76340.19,73868.78,71659.49,5.45,-0.00,1.00,0.43,-0.90,0,0,-1,73940.21
2013-12-06,73940.21,73867.15,74625.52,71316.63,5.56,-0.00,1.00,-0.43,-0.90,0,0,-1,71927.21
2013-12-07,71927.21,66114.62,73818.60,71039.50,4.93,-0.00,1.00,-0.97,-0.22,1,0,-1,66243.02
2013-12-08,66243.02,63688.10,70703.48,71057.84,4.59,-0.00,1.00,-0.78,0.62,1,0,-1,64192.79
2013-12-09,64192.79,71670.00,67454.34,71129.94,1.55,-0.00,1.00,0.00,1.00,0,0,-1,74481.50
2013-12-10,74481.50,74347.96,68305.77,71531.58,1.09,-0.00,1.00,0.78,0.62,0,0,-1,75992.02
2013-12-11,75992.02,75588.40,71555.44,71766.45,1.46,-0.00,1.00,0.97,-0.22,0,0,-1,75588.42
2013-12-12,75588.42,73940.21,75353.98,71766.45,2.01,-0.00,1.00,0.43,-0.90,0,0,-1,75878.58
2013-12-13,75878.58,71927.21,75819.67,72043.36,2.32,-0.00,1.00,-0.43,-0.90,0,0,-1,74744.27
2013-12-14,74744.27,66243.02,75403.76,72445.80,5.93,-0.00,1.00,-0.97,-0.22,1,0,-1,67025.42
2013-12-15,67025.42,64192.79,72549.42,72557.57,5.66,-0.00,1.00,-0.78,0.62,1,0,-1,63682.52
2013-12-16,63682.52,74481.50,68484.07,72484.68,6.19,-0.00,1.00,0.00,1.00,0,0,-1,69858.60
2013-12-17,69858.60,75992.02,66855.51,71824.26,6.68,-0.00,1.00,0.78,0.62,0,0,-1,69896.17
2013-12-18,69896.17,75588.42,67812.43,70953.43,8.51,-0.00,1.00,0.97,-0.22,0,0,-1,68160.19
2013-12-19,68160.19,75878.58,69304.99,69892.25,8.60,-0.00,1.00,0.43,-0.90,0,0,-1,67595.40
2013-12-20,67595.40,74744.27,68550.58,68708.94,5.57,-0.00,1.00,-0.43,-0.90,0,0,-1,68064.48
2013-12-21,68064.48,67025.42,67940.02,67754.68,5.66,-0.00,1.00,-0.97,-0.22,1,0,-1,64059.65
2013-12-22,64059.65,63682.52,66573.17,67331.00,9.00,-0.00,1.00,-0.78,0.62,1,0,-1,58893.42
2013-12-23,58893.42,69858.60,63672.51,66646.84,9.01,-0.00,1.00,0.00,1.00,0,0,-1,61625.94
2013-12-24,61625.94,69896.17,61526.33,65470.75,10.54,-0.00,1.00,0.78,0.62,0,0,-1,58875.67
2013-12-25,58875.67,68160.19,59798.34,63896.39,8.23,-0.00,1.00,0.97,-0.22,0,1,-1,52383.83
2013-12-26,52383.83,67595.40,57628.48,61642.62,6.09,-0.00,1.00,0.43,-0.90,0,0,-1,60216.77
2013-12-27,60216.77,68064.48,57158.76,60588.54,8.65,-0.00,1.00,-0.43,-0.90,0,0,-1,61335.25
2013-12-28,61335.25,64059.65,57978.62,59627.22,8.70,-0.00,1.00,-0.97,-0.22,1,0,-1,58245.06
2013-12-29,58245.06,58893.42,59932.36,58796.56,5.61,-0.00,1.00,-0.78,0.62,1,0,-1,58330.79
2013-12-30,58330.79,61625.94,59303.70,58716.19,4.90,-0.00,1.00,0.00,1.00,0,0,-1,64979.65
2013-12-31,64979.65,58875.67,60518.50,59195.29,6.61,-0.00,1.00,0.78,0.62,0,0,-1,63516.27
2014-01-01,63516.27,52383.83,62275.57,59858.23,7.92,0.50,0.87,0.97,-0.22,0,1,-1,56921.25
2014-01-02,56921.25,60216.77,61805.72,60506.43,9.58,0.50,0.87,0.43,-0.90,0,0,-1,60583.23
2014-01-03,60583.23,61335.25,60340.25,60558.79,10.21,0.50,0.87,-0.43,-0.90,0,0,-1,61563.79
2014-01-04,61563.79,58245.06,59689.42,60591.43,9.07,0.50,0.87,-0.97,-0.22,1,0,-1,58536.06
2014-01-05,58536.06,58330.79,60227.69,60633.01,6.59,0.50,0.87,-0.78,0.62,1,0,-1,58208.48
2014-01-06,58208.48,64979.65,59436.11,60615.53,10.88,0.50,0.87,0.00,1.00,0,0,-1,64356.12
2014-01-07,64356.12,63516.27,60366.89,60526.46,10.44,0.50,0.87,0.78,0.62,0,0,-1,63894.46
2014-01-08,63894.46,56921.25,62153.02,60580.49,10.52,0.50,0.87,0.97,-0.22,0,0,-1,63067.02
2014-01-09,63067.02,60583.23,63772.53,61458.45,9.90,0.50,0.87,0.43,-0.90,0,0,-1,64171.52
2014-01-10,64171.52,61563.79,63711.00,61971.07,6.54,0.50,0.87,-0.43,-0.90,0,0,-1,65663.83
2014-01-11,65663.83,58536.06,64300.79,62556.79,7.15,0.50,0.87,-0.97,-0.22,1,0,-1,59938.00
2014-01-12,59938.00,58208.48,63257.78,62757.06,5.84,0.50,0.87,-0.78,0.62,1,0,-1,58975.23
2014-01-13,58975.23,64356.12,61525.69,62866.60,7.82,0.50,0.87,0.00,1.00,0,0,-1,66367.31
2014-01-14,66367.31,63894.46,61760.18,63153.91,5.76,0.50,0.87,0.78,0.62,0,0,-1,69254.29
2014-01-15,69254.29,63067.02,64865.61,63919.60,6.10,0.50,0.87,0.97,-0.22,0,0,-1,71050.35
2014-01-16,71050.35,64171.52,68890.65,65060.08,8.68,0.50,0.87,0.43,-0.90,0,0,-1,68921.17
2014-01-17,68921.17,65663.83,69741.94,65738.60,8.26,0.50,0.87,-0.43,-0.90,0,0,-1,67405.73
2014-01-18,67405.73,59938.00,69125.75,65987.44,7.07,0.50,0.87,-0.97,-0.22,1,0,-1,61864.81
2014-01-19,61864.81,58975.23,66063.90,66262.70,7.04,0.50,0.87,-0.78,0.62,1,0,-1,58947.42
2014-01-20,58947.42,66367.31,62739.32,66258.73,5.38,0.50,0.87,0.00,1.00,0,0,-1,69201.15
2014-01-21,69201.15,69254.29,63337.79,66663.56,3.76,0.50,0.87,0.78,0.62,0,0,-1,72297.46
2014-01-22,72297.46,71050.35,66815.34,67098.30,3.92,0.50,0.87,0.97,-0.22,0,0,-1,72996.12
2014-01-23,72996.12,68921.17,71498.24,67376.26,6.09,0.50,0.87,0.43,-0.90,0,0,-1,72047.65
2014-01-24,72047.65,67405.73,72447.08,67822.90,5.16,0.50,0.87,-0.43,-0.90,0,0,-1,70825.04
2014-01-25,70825.04,61864.81,71956.27,68311.38,5.47,0.50,0.87,-0.97,-0.22,1,0,-1,64357.40
2014-01-26,64357.40,58947.42,69076.69,68667.46,7.17,0.50,0.87,-0.78,0.62,1,0,-1,60539.56
2014-01-27,60539.56,69201.15,65240.67,68894.91,5.50,0.50,0.87,0.00,1.00,0,0,-1,69991.15
